ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab
68,http://fm-digital-assets.fieldmuseum.org/1996/429/C0384775F.jpg,4124960,C0384775F,1597998.0,,,,,,,8160,1962-01-21,,,16484,,,,,Mount Saint Andrew,Saint Vincent And The Grenadines,,,,,,,3491,,,,70.0,34044.0,George R. Cooley,G. R. Cooley,George,Ralph,Cooley,Person,Botany Master,ASA Botanist ID 135649,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
69,http://fm-digital-assets.fieldmuseum.org/1996/431/C0384777F.jpg,4124962,C0384777F,1976629.0,,Selaginella,flabellata,,,,4884,1947-04-08,1947-04-09,,16484,,,,,Mount Saint Andrew,Saint Vincent And The Grenadines,,,,,,,3491,68.0,622827.0,104651.0,71.0,22475.0,Conrad V. Morton,C. V. Morton,Conrad,Vernon,Morton,Person,Botany Master,ASA Botanist ID 101527,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
70,,259357,,,,Maytenus,tetragona,,,,1285,1890-03-,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,69.0,47167.0,86580.0,72.0,805.0,Herbert H. Smith,Herb. H. Smith,Herbert,Huntington,Smith,Person,Botany Master,ASA Botanist ID 115804 | 177214,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
71,http://fm-digital-assets.fieldmuseum.org/1796/614/C0668561F.jpg,3943506,C0668561F,1780751.0,,Nephrolepis,multiflora,,,,4264,1967-07-25,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,70.0,52044.0,89241.0,73.0,1537.0,Jonathan D. Sauer,J. D. Sauer,Jonathan,Deininger,Sauer,Person,Botany Master; IPNI 8947-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,http://fm-digital-assets.fieldmuseum.org/1825/514/C0677971F.jpg,3961799,C0677971F,142573.0,,Gleichenia,bifida,,,,6915,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,71.0,33626.0,33624.0,74.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
73,http://fm-digital-assets.fieldmuseum.org/1798/161/C0668877F.jpg,3946059,C0668877F,142524.0,,Nephrolepis,rivularis,,,,6745,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,72.0,52047.0,89241.0,75.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
74,http://fm-digital-assets.fieldmuseum.org/1798/162/C0668878F.jpg,3946060,C0668878F,142498.0,,Nephrolepis,rivularis,,,,6393,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,73.0,52047.0,89241.0,76.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
75,http://fm-digital-assets.fieldmuseum.org/1847/652/C0363524F.jpg,3983682,C0363524F,142556.0,,Diplazium,striatum,,,,6867,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,74.0,25502.0,89236.0,77.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
76,http://fm-digital-assets.fieldmuseum.org/1848/408/C0363332F.jpg,3984399,C0363332F,142510.0,,Diplazium,cristatum,,,,6640,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,75.0,25477.0,89236.0,78.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
77,http://fm-digital-assets.fieldmuseum.org/172/485/APOC_tabe_citr_1523540.jpg|http://fm-digital-assets.fieldmuseum.org/2187/689/V0484847F.jpg,390050,V0484847F,1523540.0,,Tabernaemontana,citrifolia,,,,1400,1945-12-02,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,76.0,76561.0,84287.0,79.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,http://fm-digital-assets.fieldmuseum.org/1414/814/32876.jpg,235458,,,,Setilobus,vincentinus,,,,,,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,77.0,71523.0,286340.0,80.0,33629.0,George Caley,G. Caley,George,,Caley,Person,Botany Master,,,G. Caley,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,http://fm-digital-assets.fieldmuseum.org/1830/155/C0674212F.jpg,3964842,C0674212F,142501.0,,Gymnogramma,,,,,6531b,1889,,,3491,,,,,Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,13.0833,13  05 00 N,-61.2,61 12 00 W,21540,78.0,243053.0,102077.0,81.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
80,http://fm-digital-assets.fieldmuseum.org/1830/156/C0674213F.jpg,3964843,C0674213F,142500.0,,Gymnogramma,,,,,6531a,1890-01-15,,,3491,,,,,Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,13.0833,13  05 00 N,-61.2,61 12 00 W,21540,79.0,243053.0,102077.0,82.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
81,http://fm-digital-assets.fieldmuseum.org/1830/157/C0674214F.jpg,3964844,C0674214F,142499.0,,Gymnogramma,,,,,6531,1890-01-09,,,3491,,,,,Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,13.0833,13  05 00 N,-61.2,61 12 00 W,21540,80.0,243053.0,102077.0,83.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
82,http://fm-digital-assets.fieldmuseum.org/1840/140/C0362276F.jpg,3977004,C0362276F,142523.0,,Thelypteris,glandulosa,,,,s.n.,,,s.d.,3491,,,,,Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,13.0833,13  05 00 N,-61.2,61 12 00 W,21540,81.0,414489.0,107298.0,84.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
83,http://fm-digital-assets.fieldmuseum.org/1796/336/C0662805F.jpg,3943170,C0662805F,142531.0,,Cnemidaria,grandifolia,,obtusa,Variety,6804,,,s.d.,3491,,,,,Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,13.0833,13  05 00 N,-61.2,61 12 00 W,21540,82.0,591733.0,605662.0,85.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
