ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
245,,178081,,,,Erythroxylum,armatum,,,,33736,,,,231406,,,,,Maisi,Cuba,Guantánamo,,,,,,633342,250.0,116998.0,89651.0,,,,286.0,65688.0,Ramona Oviedo Prieto,R. Oviedo Prieto,Ramona,,Oviedo Prieto,Person,Botany Master,,,R. Oviedo P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,178079,,,,Erythroxylum,armatum,,,,39163,,,,231407,,,,,"Maisi, El Canto, al este de la Cueva del Agua",Cuba,Guantánamo,,,,,,633342,251.0,116998.0,89651.0,,,,287.0,65688.0,Ramona Oviedo Prieto,R. Oviedo Prieto,Ramona,,Oviedo Prieto,Person,Botany Master,,,R. Oviedo P.,,288.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,165665,,284411,,Erythroxylum,confusum,,,,402,,,,230768,,,,,Camaguey. Vicinity of La Gloria,Cuba,La Habana,,,,,,230818,252.0,117001.0,89651.0,,,,289.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,165518,,,,Erythroxylum,confusum,,,,769,,,,230779,,,,,"Thickets: Esquivel, Batabano",Cuba,La Habana,,,,,,230818,253.0,117001.0,89651.0,,,,290.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,160921,,1959663,,Erythroxylum,alaternifolium,,,,50915,,,,230780,100.0,,328.0,,Canasi Cuadales de Canasi,Cuba,La Habana,,,,,,230818,254.0,28454.0,89651.0,,,,291.0,14382.0,Alwyn H. Gentry,A. H. Gentry,Alwyn,Howard,Gentry,Person,FMNH Master,ASA Botanist ID 138245,,"A. Gentry
Al Gentry",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,,160902,,1477625,,Erythroxylum,alaternifolium,,,,47,,,,230781,,,,,"Guanabacoa, Lomas de las Fatas",Cuba,La Habana,,,,,,230818,255.0,28454.0,89651.0,,,,292.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,160913,,1477623,,Erythroxylum,alaternifolium,,,,13215,,,,230782,,,,,"Loma Coca, near Campo Florida",Cuba,La Habana,,,,,,230818,256.0,28454.0,89651.0,,,,293.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,160971,,,,Erythroxylum,alaternifolium,,,,11598,,,,230783,,,,,"San Maguel de Casanova, Lomos de la Pita",Cuba,La Habana,,,,,,230818,257.0,28454.0,89651.0,,,,294.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,157186,,186176,,Erythroxylum,havanense,,,,618,,,,230819,,,,,Madruga,Cuba,La Habana,,,,,,230818,258.0,28589.0,89651.0,,,,295.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),296.0,1106.0,Elizabeth G. Britton,E. G. Britton,Elizabeth,Gertrude,Britton,Person,Botany Master,ASA Botanist ID 101082,,Mrs. N. L. Britton,Collector (Botany),297.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
254,,157696,,,,Erythroxylum,havanense,,,,7768,,,,230820,,,,,Near Playa de Marianao,Cuba,La Habana,,,,,,230818,259.0,28589.0,89651.0,,,,298.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,158056,,,,Erythroxylum,havanense,,,,59,,,,230821,,,,,S. of Madruga,Cuba,La Habana,,,,,,230818,260.0,28589.0,89651.0,,,,299.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,157092,,,,Erythroxylum,havanense,,,,2733,,,,230822,,,,,San Antonio de los Banos,Cuba,La Habana,,,,,,230818,261.0,28589.0,89651.0,,,,300.0,21227.0,Charles F. Baker,C. F. Baker,Charles,Fuller,Baker,Person,Botany Master,ASA Botanist ID 101319,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,158485,,200687,,Erythroxylum,havanense,,,,802,,,,230823,,,,,Santiago de Las Vegas,Cuba,La Habana,,,,,,230818,262.0,28589.0,89651.0,,,,301.0,37834.0,Heman A. van Hermann,H. A. van Hermann,Heman,Adolf,van Hermann,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,165603,,,,Erythroxylum,confusum,,,,119,,,,230824,,,,,Vicinity of Soledad. San Mateo,Cuba,Las Villas,,,,,,2953,263.0,117001.0,89651.0,,,,302.0,11362.0,Angel C. González,A. C. Gonzalez,Angel,C.,González,Person,Botany Master,ASA Botanist ID 138897 | 142164,,"Angel Gonzalez
A. Gonzalez",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,169157,,,,Erythroxylum,novogranatense,,,,4162,,,,230825,,,,,Vicinity of Soledad,Cuba,Las Villas,,,,,,2953,264.0,28670.0,89651.0,,,,303.0,66479.0,Richard A. Howard,R. A. Howard,Richard,Alden,Howard,Person,Botany Master,ASA Botanist ID 102117,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,157582,,,,Erythroxylum,havanense,,,,990,,,,230826,20.0,,66.0,,"9 Km SE of Cienfuegos, midway between Arimao and Laguna de Guanaroca",Cuba,Las Villas,,,,,,2953,265.0,28589.0,89651.0,,,,304.0,75291.0,William H. Hatheway,W. H. Hatheway,William,H.,Hatheway,Person,Botany Master,ASA Botanist ID 132370,,Wm. Hatheway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,157599,,,,Erythroxylum,havanense,,,,27,,,1-20 July,230827,,,,,Limestone outcrop of Potrero Seboruco at Gavilan,Cuba,Las Villas,,,,,,2953,266.0,28589.0,89651.0,,,,305.0,66479.0,Richard A. Howard,R. A. Howard,Richard,Alden,Howard,Person,Botany Master,ASA Botanist ID 102117,,,Collector (Botany),306.0,105915.0,W. Briggs,W. Briggs,W.,,Briggs,Person,Botany Master,,,,,307.0,105671.0,P. Kamb,P. Kamb,P.,,Kamb,Person,Botany Master,,,,,308.0,105252.0,I. Lane,I. Lane,I.,,Lane,Person,Botany Master,,,,,309.0,105766.0,R. Ritland,R. Ritland,R.,,Ritland,Person,Botany Master,,,,
262,,157781,,,,Erythroxylum,havanense,,,,6082,,,,230828,,,,,Roadside woods and thickets between Soledad and Guajimico,Cuba,Las Villas,,,,,,2953,267.0,28589.0,89651.0,,,,310.0,37256.0,Harold E. Moore Jr.,H. E. Moore,Harold,Emery,Moore,Person,Botany Master,ASA Botanist ID 108204 | 175086,,"H. E. Moore, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,167491,,1489762,,Erythroxylum,minutifolium,,,,1437,,,,230829,,,,,Serpentine Barrens 10 Km S of Santa Clara,Cuba,Las Villas,,,,,,2953,268.0,28653.0,89651.0,,,,311.0,66479.0,Richard A. Howard,R. A. Howard,Richard,Alden,Howard,Person,Botany Master,ASA Botanist ID 102117,,,Collector (Botany),312.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,165602,,,,Erythroxylum,confusum,,,,110,,,,230831,,,,,Vicinity of Soledad Guabiro,Cuba,Las Villas,,,,,,2953,269.0,117001.0,89651.0,,,,313.0,11362.0,Angel C. González,A. C. Gonzalez,Angel,C.,González,Person,Botany Master,ASA Botanist ID 138897 | 142164,,"Angel Gonzalez
A. Gonzalez",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,160987,,,,Erythroxylum,alaternifolium,,,,151,,,,231419,,,,,Trinidad Mtns. Northwest of San Blas,Cuba,Las Villas,,,,,,2953,270.0,28454.0,89651.0,,,,314.0,34994.0,Grady L. Webster,G. L. Webster,Grady,Linder,Webster,Person,Botany Master,ASA Botanist ID 136194,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,160975,,,,Erythroxylum,alaternifolium,,,,6691,,,,231420,1040.0,,3412.0,,"Vedado. Habana. Near the very top of Pico Potrerillo, Trinidad Mts.",Cuba,Las Villas,,,,,,2953,271.0,28454.0,89651.0,,,,315.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,158024,,,,Erythroxylum,havanense,,,,267,,,,230839,,,,,,Cuba,Matanzas,,,,,,2973,272.0,28589.0,89651.0,,,,316.0,29544.0,Ferdinand I. X. Rugel,F. Rugel,Ferdinand,Ignatius Xavier,Rugel,Person,Botany Master,ASA Botanist ID 166511 | 137613,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,157169,,158498,,Erythroxylum,havanense,,,,34,,,,230842,,,,,Playa. Canal-rocks,Cuba,Matanzas,,,,,,2973,273.0,28589.0,89651.0,,,,317.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),318.0,1106.0,Elizabeth G. Britton,E. G. Britton,Elizabeth,Gertrude,Britton,Person,Botany Master,ASA Botanist ID 101082,,Mrs. N. L. Britton,Collector (Botany),319.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
269,http://fm-digital-assets.fieldmuseum.org/2192/369/V0363250F.jpg,4217597,V0363250F,1539913,,Rhabdadenia,lindeniana,,,,1823,1844-05-,,,615164,,,,,St. Yago,Cuba,,,,,,,2610,274.0,699078.0,286080.0,,,,320.0,44205.0,Jean J. Linden,J. Linden,Jean,Jules,Linden,Person,Botany Master,ASA Botanist ID 101253,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,http://fm-digital-assets.fieldmuseum.org/2300/264/V0363344F.jpg,4383164,V0363344F,604885,,Rondeletia,papayoensis,,,,9306,1918-06-27,,,3004,,,,,Oriente,Cuba,Oriente,,,,,,2610,275.0,731180.0,66943.0,,,,321.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,http://fm-digital-assets.fieldmuseum.org/2300/269/V0363345F.jpg,4383170,V0363345F,286054,,Rondeletia,insularis,,,,2444,1909-10-08,1909-10-09,,230766,,,,,Cayo Romano. Vicinity of Pueblo Romano,Cuba,Camagüey,,,,,,2678,276.0,731179.0,66943.0,,,,322.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,http://fm-digital-assets.fieldmuseum.org/2300/334/V0363356F.jpg,4383675,V0363356F,604882,,Rondeletia,combsioides,,,,15135,1922-09-19,,,2665,,,,,"Sierra de Nipe, at Jimbaran Bay",Cuba,Oriente,,,,,,3004,277.0,731035.0,66943.0,,,,323.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,http://fm-digital-assets.fieldmuseum.org/2300/338/V0363357F.jpg,4383688,V0363357F,654047,,Rondeletia,alaternoides,,,,2082,1844-08-,,,552852,,,,,Cobre,Cuba,Santiago de Cuba,,20.048498,20  02 54.59 N,-75.945786,75 56 44.83 W,2937,278.0,731034.0,66943.0,,,,324.0,44205.0,Jean J. Linden,J. Linden,Jean,Jules,Linden,Person,Botany Master,ASA Botanist ID 101253,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,http://fm-digital-assets.fieldmuseum.org/2300/343/V0363358F.jpg,4383692,V0363358F,776419,,Rondeletia,alaternoides,,,,2082,1844-08-,,,552852,,,,,Cobre,Cuba,Santiago de Cuba,,20.048498,20  02 54.59 N,-75.945786,75 56 44.83 W,2937,279.0,731034.0,66943.0,,,,325.0,44205.0,Jean J. Linden,J. Linden,Jean,Jules,Linden,Person,Botany Master,ASA Botanist ID 101253,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,http://fm-digital-assets.fieldmuseum.org/2300/359/V0363362F.jpg,4383713,V0363362F,782752,,Phialanthus,resinifluus,,,,1269,1859-09-,1860-01-,,3004,,,,,Oriente,Cuba,Oriente,,,,,,2610,280.0,731248.0,285721.0,,,,326.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,http://fm-digital-assets.fieldmuseum.org/2300/401/V0363372F.jpg,4383816,V0363372F,1507221,,Tillandsia,ringens,,,,1518,1860,,,2650,,,,,Oriente,Cuba,,,,,,,2610,281.0,731257.0,86129.0,,,,327.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,159850,,,,Erythroxylum,coriaceum,,,,s.n.,,,,230861,,,,,,Cuba,Oriente,,,,,,3004,282.0,28521.0,89651.0,,,,328.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,165707,,,,Erythroxylum,coriaceum,,,,6070,,,,230862,,,,,Compania de Moa,Cuba,Oriente,,,,,,3004,283.0,28521.0,89651.0,,,,329.0,66479.0,Richard A. Howard,R. A. Howard,Richard,Alden,Howard,Person,Botany Master,ASA Botanist ID 102117,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,171179,,1477622,,Erythroxylum,rotundifolium,,,,6631,,,,230863,,,,,"Banes, Puerto Rico",Cuba,Oriente,,,,,,3004,284.0,28725.0,89651.0,,,,330.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,,162132,,,,Erythroxylum,areolatum,,,,6630,,,,230864,,,,,"Banes, Puerto Rico, in collibus prope rivulum",Cuba,Oriente,,,,,,3004,285.0,28468.0,89651.0,,,,331.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,171613,,,,Erythroxylum,rufum,,,,2397,,,,230865,550.0,,1804.0,,"Bayate Picote, Sierra de Nipe ad cacum mont",Cuba,Oriente,,,,,,3004,286.0,28726.0,89651.0,,,,332.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,171831,,,,Erythroxylum,spinescens,,,,9848,,,,230866,,,,,"Bayate, ad -Cauto bank-",Cuba,Oriente,,,,,,3004,287.0,28737.0,89651.0,,,,333.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,157458,,,,Erythroxylum,havanense,,,,6077,,,,230868,,,,,Bayate. Sabana Miranda,Cuba,Oriente,,,,,,3004,288.0,28589.0,89651.0,,,,334.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,157460,,,,Erythroxylum,havanense,,,,s.n.,,,,230868,,,,,Bayate. Sabana Miranda,Cuba,Oriente,,,,,,3004,289.0,28589.0,89651.0,,,,335.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,165717,,,,Erythroxylum,coriaceum,,,,8165,,,24-30 Dec,230869,,,,,"Camp la Gloria, S of Sierra Moa",Cuba,Oriente,,,,,,3004,290.0,28521.0,89651.0,,,,336.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,171843,,,,Erythroxylum,spinescens,,,,16334,,,,230870,,,,,Cape Cruz,Cuba,Oriente,,,,,,3004,291.0,28737.0,89651.0,,,,337.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,,176294,,,,Erythroxylum,dumosum,,,,1059,,,27-31 May,230871,,,,,"Charrascal de la Cueva, Sierra de Nipe",Cuba,Oriente,,,,,,3004,292.0,117008.0,89651.0,,,,338.0,54947.0,Manuel López Figueiras,M. López Figueiras,Manuel,,López Figueiras,Person,Botany Master,ASA Botanist ID 108664,,"L. Figueiraz
M. López-Figueiras
M. López F.",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,171837,,,,Erythroxylum,spinescens,,,,15758,,,,230872,,,,,Cliffs facing the sea W of Leeward Point,Cuba,Oriente,,,,,,3004,293.0,28737.0,89651.0,,,,339.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,165582,,1477616,,Erythroxylum,confusum,,,,6285,,,,230873,,,,,"Cugrey, in silva",Cuba,Oriente,,,,,,3004,294.0,117001.0,89651.0,,,,340.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,165566,,,,Erythroxylum,confusum,,,,214,,,,230874,,,,,El Cupey. P. Padre,Cuba,Oriente,,,,,,3004,295.0,117001.0,89651.0,,,,341.0,56820.0,Max. Curbelo,M. Curbelo,Max.,,Curbelo,Person,Botany Master,,,M. Curbelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,171099,,325109,,Erythroxylum,rotundifolium,,,,13051,1912-03-28,1912-03-29,,230875,,,,,Ensenada de Mora,Cuba,Oriente,,,,,,3004,296.0,28725.0,89651.0,,,,342.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),343.0,46080.0,John F. Cowell,J. F. Cowell,John,Francis,Cowell,Person,Botany Master,,,J. F. Cowell,,344.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
292,,162129,,,,Erythroxylum,areolatum,,,,4462,,,,230876,,,,,Finca Playuela ad litres maris solo calcareo,Cuba,Oriente,,,,,,3004,297.0,28468.0,89651.0,,,,345.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,158075,,284959,,Erythroxylum,havanense,,,,1604,,,,230877,,,,,Forest about Paso Estancia,Cuba,Oriente,,,,,,3004,298.0,28589.0,89651.0,,,,346.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,157247,,,,Erythroxylum,havanense,,,,2231,,,17-30 Mar,230878,,,,,"Guantanamo Bay, U.S. Naval Station",Cuba,Oriente,,,,,,3004,299.0,28589.0,89651.0,,,,347.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,http://fm-digital-assets.fieldmuseum.org/842/002/V0271384F.jpg,162399,V0271384F,250337,,Erythroxylum,spinescens,,,,2258,1909-03-17,1909-03-30,17-30 Mar,230879,,,,,Guantanamo Bay. U.S. Naval Station,Cuba,Oriente,,,,,,3004,300.0,28737.0,89651.0,,,,348.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
