ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
1,http://fm-digital-assets.fieldmuseum.org/1825/546/C0678080F.jpg,3961831,C0678080F,141787.0,,Gleichenia,bifida,,,,30,1880-02-20,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,1.0,33626.0,33624.0,,,,1.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,http://fm-digital-assets.fieldmuseum.org/1796/606/C0668553F.jpg,3943498,C0668553F,1670048.0,,Nephrolepis,brownii,,,,7729,1964-07-21,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,2.0,598833.0,89241.0,,,,2.0,5581.0,Robert L. Wilbur,R. L. Wilbur,Robert,Lynch,Wilbur,Person,Botany Master,ASA Botanist ID 107238,,R. Wilbur,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,http://fm-digital-assets.fieldmuseum.org/1797/417/C0678010F.jpg,3945404,C0678010F,141785.0,,Dicranopteris,pectinata,,,,29,1880-02-29,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,3.0,24705.0,91198.0,,,,3.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,http://fm-digital-assets.fieldmuseum.org/1797/420/C0678014F.jpg,3945407,C0678014F,765592.0,,Dicranopteris,pectinata,,,,116,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,4.0,24705.0,91198.0,,,,4.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,http://fm-digital-assets.fieldmuseum.org/1797/321/C0677820F.jpg,3945320,C0677820F,241206.0,,Elaphoglossum,petiolatum,,,,s.n.,1881-11-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,5.0,27039.0,95615.0,,,,5.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,http://fm-digital-assets.fieldmuseum.org/1797/441/C0678040F.jpg,3945428,C0678040F,141795.0,,Elaphoglossum,,,,,958d,,,s.d.,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,6.0,95615.0,89249.0,,,,6.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,http://fm-digital-assets.fieldmuseum.org/1841/050/C0362248F.jpg,3978580,C0362248F,1668715.0,,Thelypteris,decussata,,,,8212,1964-08-03,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,7.0,77636.0,107298.0,,,,7.0,5581.0,Robert L. Wilbur,R. L. Wilbur,Robert,Lynch,Wilbur,Person,Botany Master,ASA Botanist ID 107238,,R. Wilbur,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,http://fm-digital-assets.fieldmuseum.org/1841/057/C0362255F.jpg,3978588,C0362255F,141790.0,,Dryopteris,decussata,,,,869,1881-11-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,8.0,609568.0,89237.0,,,,8.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,http://fm-digital-assets.fieldmuseum.org/1824/766/C0360947F.jpg,3961281,C0360947F,141794.0,,Hymenodium,crinitum,,,,958c,1881-12-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,9.0,613149.0,613153.0,,,,9.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,http://fm-digital-assets.fieldmuseum.org/1824/773/C0360952F.jpg,3961286,C0360952F,158615.0,,Hymenodium,crinitum,,,,318,1903,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,10.0,613149.0,613153.0,,,,10.0,30551.0,Francis E. Lloyd,F. E. Lloyd,Francis,Ernest,Lloyd,Person,Botany Master,ASA Botanist ID 146707,,C. E. Lloyd on Lumholtz Expedition labels,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,http://fm-digital-assets.fieldmuseum.org/1841/006/C0362204F.jpg,3978536,C0362204F,1668716.0,,Thelypteris,dentata,,,,7672,1964-07-24,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,11.0,77639.0,107298.0,,,,11.0,5581.0,Robert L. Wilbur,R. L. Wilbur,Robert,Lynch,Wilbur,Person,Botany Master,ASA Botanist ID 107238,,R. Wilbur,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,http://fm-digital-assets.fieldmuseum.org/1846/872/C0362636F.jpg,3983033,C0362636F,765626.0,,Thelypteris,sancta,,,,104,1933-01-20,1933-03-15,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,12.0,379925.0,107298.0,,,,12.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,http://fm-digital-assets.fieldmuseum.org/1824/583/C0358496F.jpg,3961140,C0358496F,1668719.0,,Megalastrum,martinicense,,,,7872,1964-07-23,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,13.0,616093.0,47232.0,,,,13.0,105035.0,E. L. Dunn,E. L. Dunn,E.,L.,Dunn,Person,Botany Master,,,,,14.0,38120.0,Henry A. Hespenheide,H. A. Hespenheide,Henry,A.,Hespenheide,Person,Botany Master,,,Hespenheide,,15.0,104992.0,D. R. Wiseman,D. R. Wiseman,D.,R.,Wiseman,Person,Botany Master,,,,,,,,,,,,,,,,,
14,http://fm-digital-assets.fieldmuseum.org/1825/388/C0677357F.jpg,3961681,C0677357F,141791.0,,Lindsaea,lancea,,,,900,1882-04-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,14.0,42978.0,95427.0,,,,16.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,http://fm-digital-assets.fieldmuseum.org/1841/668/C0672120F.jpg,3979123,C0672120F,141792.0,,Saccoloma,domingense,,,,915,1881-10-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,15.0,596751.0,,,,,17.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,http://fm-digital-assets.fieldmuseum.org/1825/490/C0677946F.jpg,3961776,C0677946F,141786.0,,Dicranopteris,,,,,296,,,s.d.,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,16.0,91198.0,91199.0,,,,18.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,http://fm-digital-assets.fieldmuseum.org/1825/511/C0677968F.jpg,3961796,C0677968F,158612.0,,Gleichenia,bifida,,,,25,1903,,s.d.,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,17.0,33626.0,33624.0,,,,19.0,30551.0,Francis E. Lloyd,F. E. Lloyd,Francis,Ernest,Lloyd,Person,Botany Master,ASA Botanist ID 146707,,C. E. Lloyd on Lumholtz Expedition labels,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,http://fm-digital-assets.fieldmuseum.org/1845/406/C0672407F.jpg,3981692,C0672407F,141783.0,,Tectaria,trifoliata,,,,14,1880-03-02,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,18.0,77029.0,89246.0,,,,20.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,http://fm-digital-assets.fieldmuseum.org/1845/409/C0672410F.jpg,3981695,C0672410F,141784.0,,Tectaria,plantaginea,,,,16,1880-03-01,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,19.0,77028.0,89246.0,,,,21.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,http://fm-digital-assets.fieldmuseum.org/1841/231/C0672397F.jpg,3978762,C0672397F,141798.0,,Tectaria,incisa,,,,s.n.,1881-11-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,20.0,77023.0,89246.0,,,,22.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,http://fm-digital-assets.fieldmuseum.org/1842/100/C0669718F.jpg,3979487,C0669718F,765617.0,,Paltonium,lanceolatum,,,,92,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,21.0,379923.0,412810.0,,,,23.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,http://fm-digital-assets.fieldmuseum.org/1842/245/C0674110F.jpg,3979630,C0674110F,765620.0,,Polypodium,loriceum,,,,99,1933-01-20,1933-03-15,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,22.0,62716.0,101053.0,,,,24.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,http://fm-digital-assets.fieldmuseum.org/1842/115/C0669733F.jpg,3979502,C0669733F,1244845.0,,Paltonium,lanceolatum,,,,92,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,23.0,379923.0,412810.0,,,,25.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,http://fm-digital-assets.fieldmuseum.org/1842/462/C0662548F.jpg,3979829,C0662548F,1664451.0,,Ananthacorus,angustifolius,,,,8034,1964-07-27,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,24.0,4214.0,242557.0,,,,26.0,105035.0,E. L. Dunn,E. L. Dunn,E.,L.,Dunn,Person,Botany Master,,,,,27.0,38120.0,Henry A. Hespenheide,H. A. Hespenheide,Henry,A.,Hespenheide,Person,Botany Master,,,Hespenheide,,28.0,104992.0,D. R. Wiseman,D. R. Wiseman,D.,R.,Wiseman,Person,Botany Master,,,,,,,,,,,,,,,,,
25,http://fm-digital-assets.fieldmuseum.org/1842/488/C0663490F.jpg,3979855,C0663490F,765630.0,,Adiantum,tetraphyllum,,,,115,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,25.0,2618.0,102066.0,,,,29.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,http://fm-digital-assets.fieldmuseum.org/1845/428/C0672429F.jpg,3981714,C0672429F,141782.0,,Tectaria,martinicensis,,,,7,1880-02-28,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,26.0,624005.0,,,,,30.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,http://fm-digital-assets.fieldmuseum.org/1846/680/C0362447F.jpg,3982845,C0362447F,765581.0,,Dryopteris,opposita,,,,114,1933-01-20,1933-03-15,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,27.0,610102.0,89237.0,,,,31.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,http://fm-digital-assets.fieldmuseum.org/1847/609/C0363482F.jpg,3983640,C0363482F,1720614.0,,Diplazium,unilobum,,,,3006,1910-03-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,28.0,609052.0,89236.0,,,,32.0,36840.0,Hans von Türckheim,H. von Türckheim,Hans,,von Türckheim,Person,Botany Master,ASA Botanist ID 173225 | 148741,,"H. von Tuerckheim
Tuerckheim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,http://fm-digital-assets.fieldmuseum.org/1847/740/C0362676F.jpg,3983766,C0362676F,158611.0,,Dryopteris,reticulata,,,,20,1903,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,29.0,610277.0,89237.0,,,,33.0,30551.0,Francis E. Lloyd,F. E. Lloyd,Francis,Ernest,Lloyd,Person,Botany Master,ASA Botanist ID 146707,,C. E. Lloyd on Lumholtz Expedition labels,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,http://fm-digital-assets.fieldmuseum.org/1848/029/C0362396F.jpg,3984048,C0362396F,765625.0,,Thelypteris,,,,,103,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,30.0,107298.0,107300.0,,,,34.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,http://fm-digital-assets.fieldmuseum.org/1881/525/C0677468F.jpg,4021165,C0677468F,1244847.0,,Trichomanes,trigonum,,,,101,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,31.0,625312.0,92928.0,,,,35.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,http://fm-digital-assets.fieldmuseum.org/1881/522/C0677465F.jpg,4021162,C0677465F,765624.0,,Trichomanes,trigonum,,,,101,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,32.0,625312.0,92928.0,,,,36.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,http://fm-digital-assets.fieldmuseum.org/1989/730/C0359230F.jpg,4119168,C0359230F,765622.0,,Blechnum,volubile,,,,97,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,33.0,10405.0,85307.0,,,,37.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,http://fm-digital-assets.fieldmuseum.org/1989/737/C0359241F.jpg,4119175,C0359241F,186092.0,,Blechnum,volubile,,,,317,1903,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,34.0,10405.0,85307.0,,,,38.0,30551.0,Francis E. Lloyd,F. E. Lloyd,Francis,Ernest,Lloyd,Person,Botany Master,ASA Botanist ID 146707,,C. E. Lloyd on Lumholtz Expedition labels,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,http://fm-digital-assets.fieldmuseum.org/1989/739/C0359242F.jpg,4119176,C0359242F,141801.0,,Blechnum,volubile,,,,s.n.,1880-02-25,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,35.0,10405.0,85307.0,,,,39.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,http://fm-digital-assets.fieldmuseum.org/1989/701/C0359206F.jpg,4119144,C0359206F,141802.0,,Blechnum,binervatum,,,,s.n.,1881-11-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,36.0,10385.0,85307.0,,,,40.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,http://fm-digital-assets.fieldmuseum.org/1989/727/C0359228F.jpg,4119166,C0359228F,1244846.0,,Salpichlaena,volubilis,,,,97,1933-01-31,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,37.0,68226.0,288503.0,,,,41.0,34040.0,George P. Cooper,G. Proctor Cooper,George,Proctor,Cooper,Person,Botany Master,ASA Botanist ID 142311,,"G. P. Cooper
G. Proctor Cooper III
George Proctor-Cooper",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,http://fm-digital-assets.fieldmuseum.org/1989/691/C0359197F.jpg,4119135,C0359197F,1670025.0,,Blechnum,occidentale,,,,7689,1964-07-20,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,38.0,10399.0,85307.0,,,,42.0,5581.0,Robert L. Wilbur,R. L. Wilbur,Robert,Lynch,Wilbur,Person,Botany Master,ASA Botanist ID 107238,,R. Wilbur,Collector (Botany),43.0,105035.0,E. L. Dunn,E. L. Dunn,E.,L.,Dunn,Person,Botany Master,,,,,44.0,38120.0,Henry A. Hespenheide,H. A. Hespenheide,Henry,A.,Hespenheide,Person,Botany Master,,,Hespenheide,,45.0,104992.0,D. R. Wiseman,D. R. Wiseman,D.,R.,Wiseman,Person,Botany Master,,,,
39,http://fm-digital-assets.fieldmuseum.org/1989/638/C0359146F.jpg,4119084,C0359146F,141796.0,,Blechnum,capense,,,,959,1882-02-,,,587947,,,,,,Dominica,,,15.416667,15  25 00.00 N,-61.333333,61 20 00.00 W,21089,39.0,604385.0,85307.0,,,,46.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
