ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
3374,http://fm-digital-assets.fieldmuseum.org/806/510/V0253412F.jpg,2972821,V0253412F,768315,,Borreria,hassleriana,,,,5689,-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3401.0,10876.0,10844.0,,,,,,,3805.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,http://fm-digital-assets.fieldmuseum.org/806/517/V0253419F.jpg,2972856,V0253419F,2166386,,Borreria,krapocarmeniana,,,,3284,1955-02-06,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3402.0,567786.0,10844.0,,,,,,,3806.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,http://fm-digital-assets.fieldmuseum.org/806/587/V0253489F.jpg,2973043,V0253489F,575022,,Borreria,latifolia,,,,605,1888,1890,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3403.0,10882.0,10844.0,,,,,,,3807.0,71264.0,Reverend Thomas Morong,T. Morong,Thomas,,Morong,Person,Botany Master,ASA Botanist ID 173296 | 108491,,Rev. T. Morong,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,http://fm-digital-assets.fieldmuseum.org/806/655/V0253557F.jpg,2973584,V0253557F,1765999,,Borreria,laxa,,,,11968,1969-07-23,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3404.0,10883.0,10844.0,,,,,,,3808.0,68265.0,Sidney T. McDaniel,S. T. McDaniel,Sidney,T.,McDaniel,Person,Botany Master,ASA Botanist ID 103135 | 172704,,,Collector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,http://fm-digital-assets.fieldmuseum.org/806/672/V0253574F.jpg,2973554,V0253574F,176257,,Borreria,leiophylla,,,,650,1902-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3405.0,10884.0,10844.0,,,,,,,3809.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3379,http://fm-digital-assets.fieldmuseum.org/806/671/V0253573F.jpg,2973560,V0253573F,768432,,Borreria,leiophylla,,,,6745,1900-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3406.0,10884.0,10844.0,,,,,,,3810.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,http://fm-digital-assets.fieldmuseum.org/806/678/V0253579F.jpg,2973558,V0253579F,643985,,Borreria,leiophylla,,,,4308,1931-03-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3407.0,10884.0,10844.0,,,,,,,3811.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,http://fm-digital-assets.fieldmuseum.org/806/660/V0253562F.jpg,2973561,V0253562F,768441,,Borreria,leiophylla,,,,5757,-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3408.0,10884.0,10844.0,,,,,,,3812.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,http://fm-digital-assets.fieldmuseum.org/806/873/V0253773F.jpg,2974216,V0253773F,18058,,Borreria,ocymoides,,,,973,1888,1890,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3409.0,377976.0,10844.0,,,,,,,3813.0,71264.0,Reverend Thomas Morong,T. Morong,Thomas,,Morong,Person,Botany Master,ASA Botanist ID 173296 | 108491,,Rev. T. Morong,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,http://fm-digital-assets.fieldmuseum.org/806/716/V0253616F.jpg,2973711,V0253616F,643966,,Borreria,orientalis,,,,4312,1931-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3410.0,553755.0,10844.0,,,,,,,3814.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3384,http://fm-digital-assets.fieldmuseum.org/806/715/V0253615F.jpg,2973710,V0253615F,2173307,,Borreria,orientalis,,,,14016,1984-11-18,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3411.0,553755.0,10844.0,,,,,,,3815.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,http://fm-digital-assets.fieldmuseum.org/806/730/V0253630F.jpg,2973680,V0253630F,675812,,Borreria,paraguariensis,,,,11733,1913,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3412.0,10900.0,10844.0,,,,,,,3816.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3386,http://fm-digital-assets.fieldmuseum.org/806/733/V0253633F.jpg,2973679,V0253633F,629361,,Borreria,paraguariensis,,,,3706,1929-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3413.0,10900.0,10844.0,,,,,,,3817.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,http://fm-digital-assets.fieldmuseum.org/806/732/V0253632F.jpg,2973678,V0253632F,1298450,,Borreria,paraguariensis,,,,12724,1945-05-20,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3414.0,10900.0,10844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388,http://fm-digital-assets.fieldmuseum.org/806/731/V0253631F.jpg,2973675,V0253631F,643952,,Borreria,paraguariensis,,,,3706,1931-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3415.0,10900.0,10844.0,,,,,,,3818.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,http://fm-digital-assets.fieldmuseum.org/806/850/V0253749F.jpg,2974083,V0253749F,222199,,Borreria,poaya,,,,839,1903-02-03,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3416.0,287379.0,10844.0,,,,,,,3819.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,http://fm-digital-assets.fieldmuseum.org/806/853/V0253752F.jpg,2974084,V0253752F,629356,,Borreria,poaya,,,,3701,1929-11-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3417.0,287379.0,10844.0,,,,,,,3820.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,http://fm-digital-assets.fieldmuseum.org/806/814/V0253713F.jpg,2974034,V0253713F,643987,,Borreria,poaya,,,,4314,1931-01-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3418.0,287379.0,10844.0,,,,,,,3821.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,http://fm-digital-assets.fieldmuseum.org/806/816/V0253715F.jpg,2974051,V0253715F,1864980,,Borreria,poaya,,,,1686,1978-11-14,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3419.0,287379.0,10844.0,,,,,,,3822.0,56450.0,María M. Arbo,M. M. Arbo,María,Mercedes,Arbo,Person,Botany Master,ASA Botanist ID 143559,,,Collector (Botany),3823.0,69436.0,Sara G. Tressens,S. G. Tressens,Sara,Graciela,Tressens,Person,Botany Master,ASA Botanist ID 107432,,,Collector (Botany),3824.0,16567.0,Aurelio Schinini,A. Schinini,Aurelio,,Schinini,Person,Botany Master,ASA Botanist ID 150790,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
3393,http://fm-digital-assets.fieldmuseum.org/806/822/V0253721F.jpg,2974049,V0253721F,643978,,Borreria,poaya,,,,3701,1930-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3420.0,287379.0,10844.0,,,,,,,3825.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,http://fm-digital-assets.fieldmuseum.org/806/844/V0253743F.jpg,2974082,V0253743F,768450,,Borreria,poaya,,,,8561,1905,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3421.0,287379.0,10844.0,,,,,,,3826.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395,http://fm-digital-assets.fieldmuseum.org/806/821/V0253720F.jpg,2974050,V0253720F,176310,,Borreria,poaya,,,,862,1903-02-05,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3422.0,287379.0,10844.0,,,,,,,3827.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,http://fm-digital-assets.fieldmuseum.org/806/842/V0253741F.jpg,2974080,V0253741F,768458,,Borreria,poaya,,,,4571,-09-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3423.0,287379.0,10844.0,,,,,,,3828.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,http://fm-digital-assets.fieldmuseum.org/806/810/V0253709F.jpg,2974035,V0253709F,652297,,Borreria,poaya,,,,7263,1931-01-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3424.0,287379.0,10844.0,,,,,,,3829.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,http://fm-digital-assets.fieldmuseum.org/806/765/V0253664F.jpg,2973988,V0253664F,2205833,,Borreria,poaya,,,,43509,1995-08-24,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3425.0,287379.0,10844.0,,,,,,,3830.0,27606.0,Elsa M. Zardini,E. Zardini,Elsa,Matilde,Zardini,Person,Botany Master,ASA Botanist ID 102812,,E. M. Zardini,Collector (Botany),3831.0,195448.0,Anibal Vargas,A. Vargas,Anibal,,Vargas,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,http://fm-digital-assets.fieldmuseum.org/806/904/V0253804F.jpg,2974201,V0253804F,1890384,,Borreria,quadrifaria,,,,5220,1981-05-01,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3426.0,112636.0,10844.0,,,,,,,3832.0,24492.0,Djaja D. Soejarto,D. D. Soejarto,Djaja,Djendoel,Soejarto,Person,Botany Master,ASA Botanist ID 139541,,Doel Soejarto,Collector (Botany),3833.0,28695.0,Eugenia E. Bordas,E. Bordas,Eugenia,E.,Bordas,Person,Botany Master,ASA Botanist ID 105446,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,http://fm-digital-assets.fieldmuseum.org/806/908/V0253808F.jpg,2974200,V0253808F,2074935,,Borreria,quadrifaria,,,,22974,1982-12-12,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3427.0,112636.0,10844.0,,,,,,,3834.0,16567.0,Aurelio Schinini,A. Schinini,Aurelio,,Schinini,Person,Botany Master,ASA Botanist ID 150790,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,http://fm-digital-assets.fieldmuseum.org/807/121/V0264531F.jpg,2974721,V0264531F,2152901,,Borreria,spinosa,,,,44201,1992-12-07,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3428.0,567929.0,10844.0,,,,,,,3835.0,15590.0,Antonio Krapovickas,A. Krapovickas,Antonio,,Krapovickas,Person,Botany Master,ASA Botanist ID 106658,,,Collector (Botany),3836.0,19394.0,Carmen L. Cristóbal,C. L. Cristóbal,Carmen,Lelia,Cristóbal,Person,Botany Master,ASA Botanist ID 127633,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,http://fm-digital-assets.fieldmuseum.org/807/280/V0264689F.jpg,2974946,V0264689F,617838,,Borreria,suaveolens,,,,51,1914,1915,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3429.0,10921.0,10844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,http://fm-digital-assets.fieldmuseum.org/807/182/V0264591F.jpg,2974820,V0264591F,643986,,Borreria,suaveolens,,,,4316,1930-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3430.0,10921.0,10844.0,,,,,,,3837.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,http://fm-digital-assets.fieldmuseum.org/807/145/V0264554F.jpg,2974633,V0264554F,643955,,Borreria,suaveolens,,,,3702,1930-02-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3431.0,10921.0,10844.0,,,,,,,3838.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,http://fm-digital-assets.fieldmuseum.org/807/146/V0264555F.jpg,2974637,V0264555F,768438,,Borreria,suaveolens,,,,3452,1900-11-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3432.0,10921.0,10844.0,,,,,,,3839.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,http://fm-digital-assets.fieldmuseum.org/807/147/V0264556F.jpg,2974639,V0264556F,768452,,Borreria,suaveolens,,,,8557,1905,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3433.0,10921.0,10844.0,,,,,,,3840.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,http://fm-digital-assets.fieldmuseum.org/807/187/V0264596F.jpg,2974848,V0264596F,652306,,Borreria,suaveolens,,,,7248,1931-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3434.0,10921.0,10844.0,,,,,,,3841.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,http://fm-digital-assets.fieldmuseum.org/807/142/V0264551F.jpg,2974635,V0264551F,629357,,Borreria,suaveolens,,,,3702,1929-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3435.0,10921.0,10844.0,,,,,,,3842.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,http://fm-digital-assets.fieldmuseum.org/807/299/V0264708F.jpg,2975343,V0264708F,2166366,,Borreria,tenella,,,,7555,1965-12-15,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3436.0,10924.0,10844.0,,,,,,,3843.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,http://fm-digital-assets.fieldmuseum.org/807/289/V0264698F.jpg,2975380,V0264698F,1890590,,Borreria,tenella,,,,5208,1931-04-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3437.0,10924.0,10844.0,,,,,,,3844.0,24492.0,Djaja D. Soejarto,D. D. Soejarto,Djaja,Djendoel,Soejarto,Person,Botany Master,ASA Botanist ID 139541,,Doel Soejarto,Collector (Botany),3845.0,28695.0,Eugenia E. Bordas,E. Bordas,Eugenia,E.,Bordas,Person,Botany Master,ASA Botanist ID 105446,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,http://fm-digital-assets.fieldmuseum.org/807/290/V0264699F.jpg,2975381,V0264699F,2080620,,Borreria,tenella,,,,22908,1982-12-11,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3438.0,10924.0,10844.0,,,,,,,3846.0,16567.0,Aurelio Schinini,A. Schinini,Aurelio,,Schinini,Person,Botany Master,ASA Botanist ID 150790,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,http://fm-digital-assets.fieldmuseum.org/807/314/V0264722F.jpg,2975352,V0264722F,671042,,Borreria,thalictroides,,,,4309,1931-01-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3439.0,10928.0,10844.0,,,,,,,3847.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,http://fm-digital-assets.fieldmuseum.org/794/386/V0280241F.jpg,2980942,V0280241F,176218,,Sinningia,elatior,,,,504,,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3440.0,290844.0,286361.0,,,,,,,3848.0,49081.0,Karl A. G. Fiebrig,K. Fiebrig,Karl,August Gustav,Fiebrig,Person,Botany Master,ASA Botanist ID 131484 | 173228,,,"Collector (Botany)
Collector (Insects)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,http://fm-digital-assets.fieldmuseum.org/827/769/V0281514F.jpg,2998766,V0281514F,698399,,Myrsine,umbellata,,,,4597,1931-05-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3441.0,51318.0,51283.0,,,,,,,3849.0,63137.0,Peter (Pedro) Jörgensen,P. Jörgensen,Peter (Pedro),,Jörgensen,Person,Botany Master,ASA Botanist ID 117213,,Pedro Jorgensen,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,http://fm-digital-assets.fieldmuseum.org/827/794/V0281539F.jpg,2998771,V0281539F,690627,,Myrsine,umbellata,,,,11789,1913,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3442.0,51318.0,51283.0,,,,,,,3850.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,http://fm-digital-assets.fieldmuseum.org/807/323/V0264731F.jpg,2975312,V0264731F,768448,,Borreria,valerianoides,,,,6739,1900-12-,,,4580,,,,,Paraguay,Paraguay,,,-23.2025,23  12 09 S,-58.1689,58 10 08 W,22205,3443.0,10930.0,10844.0,,,,,,,3851.0,83280.0,Dr. Emil Hassler,E. Hassler,Emil,,Hassler,Person,Botany Master,ASA Botanist ID 102946 | 107880,,"Émile Hassler
Emilio Hassler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
