ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab
118,http://fm-digital-assets.fieldmuseum.org/1911/286/V0513215F.jpg,4041341,V0513215F,184524.0,,Jatropha,gossypiifolia,,,,,1905-07-17,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,118.0,40343.0,89714.0,113.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
119,http://fm-digital-assets.fieldmuseum.org/1925/029/V0513452F.jpg,4041896,V0513452F,1474258.0,,Richeria,grandis,,,,1320,1945-10-23,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,119.0,66721.0,66718.0,114.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
120,,4106506,V0530001F,1474279.0,,Vaccinium,latifolium,,,,1284,1945-10-08,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,120.0,551103.0,89591.0,115.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
121,http://fm-digital-assets.fieldmuseum.org/2012/237/V0483069F.jpg,4139603,V0483069F,175720.0,,Phyllanthus,caribaeus,,,,,1904-11-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,121.0,58901.0,89723.0,116.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
122,http://fm-digital-assets.fieldmuseum.org/2012/337/V0483421F.jpg,4144265,V0483421F,175771.0,,Phyllanthus,amarus,,,,,1904-11-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,122.0,58879.0,89723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,http://fm-digital-assets.fieldmuseum.org/2058/897/V0483722F.jpg,4169107,V0483722F,190904.0,,Anthurium,hookeri,,,,,1905-02-26,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,123.0,578713.0,84300.0,117.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
124,http://fm-digital-assets.fieldmuseum.org/2059/330/V0483858F.jpg,4170921,V0483858F,1474243.0,,Piper,aduncum,,,,1275,1945-10-05,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,124.0,59788.0,100400.0,118.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
125,http://fm-digital-assets.fieldmuseum.org/1845/414/C0672415F.jpg,3981700,C0672415F,142464.0,,Tectaria,plantaginea,,,,s.n.,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,125.0,77028.0,89246.0,119.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
126,http://fm-digital-assets.fieldmuseum.org/1796/658/C0668192F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1796/659/C0668192F_b.jpg,3943545,C0668192F,179554.0,,Trichomanes,punctatum,,,,s.n.,1896-08-09,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,126.0,383821.0,92928.0,120.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
127,http://fm-digital-assets.fieldmuseum.org/1796/667/C0668197F.jpg,3943550,C0668197F,190853.0,,Trichomanes,punctatum,,,,s.n.,1906-03-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,127.0,383821.0,92928.0,121.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
128,http://fm-digital-assets.fieldmuseum.org/1796/729/C0668243F.jpg,3943597,C0668243F,190852.0,,Trichomanes,membranaceum,,,,s.n.,1906-03-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,128.0,79332.0,92928.0,122.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
129,http://fm-digital-assets.fieldmuseum.org/1796/782/C0663354F.jpg,3943748,C0663354F,142478.0,,Adiantum,villosum,,,,6288,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,129.0,210800.0,102066.0,123.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
130,http://fm-digital-assets.fieldmuseum.org/1796/787/C0663446F.jpg,3943752,C0663446F,175910.0,,Adiantum,villosum,,,,s.n.,1905-04-09,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,130.0,210800.0,102066.0,124.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
131,http://fm-digital-assets.fieldmuseum.org/1797/430/C0678026F.jpg,3945417,C0678026F,142456.0,,Dicranopteris,pectinata,,,,6128,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,131.0,24705.0,91198.0,125.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
132,http://fm-digital-assets.fieldmuseum.org/1824/686/C0360798F.jpg,3961216,C0360798F,1474248.0,,Elaphoglossum,latifolium,,,,1253,1945-10-02,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,132.0,27009.0,95615.0,126.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
133,http://fm-digital-assets.fieldmuseum.org/1824/693/C0360805F.jpg,3961222,C0360805F,192601.0,,Elaphoglossum,lingua,,,,s.n.,1906-07-17,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,133.0,27016.0,95615.0,127.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
134,http://fm-digital-assets.fieldmuseum.org/1824/881/C0669475F.jpg,3961378,C0669475F,142458.0,,Microgramma,heterophylla,,,,6145,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,134.0,616366.0,48629.0,128.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
135,http://fm-digital-assets.fieldmuseum.org/1825/006/C0669517F.jpg,3961421,C0669517F,175939.0,,Polypodium,lycopodioides,,,,s.n.,1905-03-16,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,135.0,382923.0,101053.0,129.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
136,http://fm-digital-assets.fieldmuseum.org/1825/098/C0669880F.jpg,3961458,C0669880F,142486.0,,Polypodium,piloselloides,,,,6492,1889-12-19,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,136.0,382925.0,101053.0,130.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
137,http://fm-digital-assets.fieldmuseum.org/1825/186/C0669955F.jpg,3961516,C0669955F,142480.0,,Pleopeltis,astrolepis,,,,6381,1889-12-19,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,137.0,61741.0,101052.0,131.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
138,http://fm-digital-assets.fieldmuseum.org/1825/187/C0669956F.jpg,3961517,C0669956F,190875.0,,Pleopeltis,astrolepis,,,,s.n.,1906-03-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,138.0,61741.0,101052.0,132.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
139,http://fm-digital-assets.fieldmuseum.org/1841/133/C0672299F.jpg,3978664,C0672299F,190874.0,,Hypoderris,brownii,,,,s.n.,1906-03-03,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,139.0,613473.0,242627.0,133.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
140,http://fm-digital-assets.fieldmuseum.org/1841/578/C0672030F.jpg,3979032,C0672030F,190880.0,,Vittaria,lineata,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,140.0,82017.0,82012.0,134.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
141,http://fm-digital-assets.fieldmuseum.org/1841/741/C0672193F.jpg,3979196,C0672193F,185030.0,,Schizaea,fluminensis,,,,s.n.,1905-11-11,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,141.0,622527.0,290693.0,135.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
142,http://fm-digital-assets.fieldmuseum.org/1840/886/C0354660F.jpg,3978416,C0354660F,1474224.0,,Tectaria,trifoliata,,,,1297,1945-10-16,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,142.0,77029.0,89246.0,136.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
143,http://fm-digital-assets.fieldmuseum.org/1840/944/C0354726F.jpg,3978474,C0354726F,1994869.0,,Thelypteris,balbisii,,,,35,1987-02-10,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,143.0,77625.0,107298.0,137.0,49221.0,Karl U. Kramer,K. U. Kramer,Karl,Ulrich,Kramer,Person,Botany Master,ASA Botanist ID 107800,,,,,,,,,,,,,,,,
144,http://fm-digital-assets.fieldmuseum.org/1840/958/C0354740F.jpg,3978488,C0354740F,184536.0,,Dryopteris,sprengelii,,,,s.n.,1905-10-06,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,144.0,595540.0,89237.0,138.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
145,http://fm-digital-assets.fieldmuseum.org/1841/819/C0354814F.jpg,3979265,C0354814F,249155.0,,Trichomanes,krausii,,,,2527,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,145.0,79329.0,92928.0,139.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
146,http://fm-digital-assets.fieldmuseum.org/1797/925/C0354872F.jpg,3945851,C0354872F,142494.0,,Trichomanes,rigidum,,,,s.n.,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,146.0,79344.0,92928.0,140.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
147,http://fm-digital-assets.fieldmuseum.org/1881/464/C0358911F.jpg,4021106,C0358911F,484509.0,,Trichomanes,arbuscula,,,,s.n.,1886-12-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,147.0,624982.0,92928.0,141.0,36290.0,H. B. Murray,H. B. Murray,H.,B.,Murray,Person,Botany Master,ASA Botanist ID 116231,,,Collector (Botany),,,,,,,,,,,,,
148,http://fm-digital-assets.fieldmuseum.org/1881/465/C0358912F.jpg,4021107,C0358912F,185032.0,,Trichomanes,arbuscula,,,,s.n.,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,148.0,624982.0,92928.0,142.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
149,http://fm-digital-assets.fieldmuseum.org/1881/530/C0358916F.jpg,4021170,C0358916F,190877.0,,Lonchitis,hirsuta,,,,s.n.,1906-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,149.0,43747.0,27903.0,143.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
150,http://fm-digital-assets.fieldmuseum.org/1797/824/C0358931F.jpg,3945789,C0358931F,142434.0,,Lonchitis,hirsuta,,,,5999,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,150.0,43747.0,27903.0,144.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
151,http://fm-digital-assets.fieldmuseum.org/1881/538/C0358932F.jpg,4021178,C0358932F,190876.0,,Lonchitis,hirsuta,,,,s.n.,1908-03-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,151.0,43747.0,27903.0,145.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
152,http://fm-digital-assets.fieldmuseum.org/1881/604/C0359003F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1881/605/C0359003F_b.jpg,4021234,C0359003F,822873.0,,Trichomanes,angustifrons,,,,s.n.,1889-11-29,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,152.0,379616.0,92928.0,146.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
153,http://fm-digital-assets.fieldmuseum.org/1881/616/C0359012F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1881/617/C0359012F_b.jpg|http://fm-digital-assets.fieldmuseum.org/1881/618/C0359012F.jpg,4021242,C0359012F,179552.0,,Trichomanes,angustifrons,,,,s.n.,1896-11-12,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,153.0,379616.0,92928.0,147.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
154,http://fm-digital-assets.fieldmuseum.org/1797/716/C0360885F.jpg,3945698,C0360885F,1243091.0,,Cyathea,muricata,,,,527,1936-02-13,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,154.0,606919.0,88511.0,148.0,5945.0,Henri Stehlé,H. Stehlé,Henri,,Stehlé,Person,Botany Master,"ASA Botanist ID 137083 | 100348
IPNI ID 10071-1",,,,,,,,,,,,,,,,
155,http://fm-digital-assets.fieldmuseum.org/1797/721/C0360888F.jpg,3945701,C0360888F,175763.0,,Cyathea,tenera,,,,s.n.,1904-11-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,155.0,579787.0,88511.0,149.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
156,http://fm-digital-assets.fieldmuseum.org/1797/649/C0359506F.jpg,3945635,C0359506F,142449.0,,Cyathea,arborea,,,,6083,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,156.0,22783.0,88511.0,150.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
157,http://fm-digital-assets.fieldmuseum.org/1798/272/C0677211F.jpg,3945803,C0677211F,142465.0,,Trichomanes,trigonum,,,,6176a,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,157.0,625312.0,92928.0,151.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
158,http://fm-digital-assets.fieldmuseum.org/1797/965/C0668121F.jpg,3945890,C0668121F,185017.0,,Trichomanes,osmundoides,,,,s.n.,1905-11-11,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,158.0,79334.0,92928.0,152.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
159,http://fm-digital-assets.fieldmuseum.org/1797/966/C0668124F.jpg,3945891,C0668124F,142451.0,,Trichomanes,osmundoides,,,,6093,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,159.0,79334.0,92928.0,153.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
160,http://fm-digital-assets.fieldmuseum.org/1797/982/C0668142F.jpg,3945905,C0668142F,142452.0,,Trichomanes,pinnatum,,,,6094,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,160.0,79338.0,92928.0,154.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
161,http://fm-digital-assets.fieldmuseum.org/1797/996/C0668156F.jpg,3945916,C0668156F,190850.0,,Trichomanes,polypodioides,,,,s.n.,1905-11-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,161.0,79340.0,92928.0,155.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
162,http://fm-digital-assets.fieldmuseum.org/1798/037/C0668538F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1798/038/C0668538F_b.jpg,3945948,C0668538F,142489.0,,Hymenophyllum,fucoides,,,,a,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,162.0,37955.0,92926.0,156.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
163,http://fm-digital-assets.fieldmuseum.org/1798/067/C0668640F.jpg,3945977,C0668640F,484510.0,,Trichomanes,crispum,,,,s.n.,1886-12-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,163.0,382886.0,92928.0,157.0,34051.0,George R. M. Murray,G. R. M. Murray,George,Robert Milne,Murray,Person,Botany Master,,,G. R. M. Murray,,158.0,77053.0,William R. Elliott,W. R. Elliott,William,Robert,Elliott,Person,Botany Master,,,W. R. Elliott,
164,http://fm-digital-assets.fieldmuseum.org/1798/077/C0668656F.jpg,3945987,C0668656F,175691.0,,Trichomanes,crispum,,,,s.n.,1897-04-03,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,164.0,382886.0,92928.0,,,,,,,,,,,,,,,,,,,,,,,,,,
165,http://fm-digital-assets.fieldmuseum.org/1798/085/C0668663F.jpg,3945994,C0668663F,484511.0,,Trichomanes,diaphanum,,,,s.n.,1886-12-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,165.0,79318.0,92928.0,159.0,34051.0,George R. M. Murray,G. R. M. Murray,George,Robert Milne,Murray,Person,Botany Master,,,G. R. M. Murray,,160.0,77053.0,William R. Elliott,W. R. Elliott,William,Robert,Elliott,Person,Botany Master,,,W. R. Elliott,
166,http://fm-digital-assets.fieldmuseum.org/1798/117/C0668708F.jpg,3946019,C0668708F,142471.0,,Trichomanes,,,,,6187a,,,s.d.,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,166.0,92928.0,92929.0,161.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
167,http://fm-digital-assets.fieldmuseum.org/1798/118/C0668737F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1798/119/C0668737F_b.jpg,3946020,C0668737F,249156.0,,Hymenophyllum,hirsutum,,,,2536,1906-05-01,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,167.0,37957.0,92926.0,162.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
168,http://fm-digital-assets.fieldmuseum.org/1798/122/C0668741F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1798/123/C0668741F_b.jpg,3946022,C0668741F,710717.0,,Hymenophyllum,hirsutum,,,,7190,1906-01-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,168.0,37957.0,92926.0,163.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
169,http://fm-digital-assets.fieldmuseum.org/1890/006/C0364632F.jpg,4034417,C0364632F,142469.0,,Terpsichore,taxifolia,,,,6184,1889-12-06,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,169.0,77251.0,77246.0,164.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
170,http://fm-digital-assets.fieldmuseum.org/1823/289/C0668394F.jpg,3960562,C0668394F,142470.0,,Hymenophyllum,,,,,6187,1889-12-06,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,170.0,92926.0,92929.0,165.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
171,http://fm-digital-assets.fieldmuseum.org/1823/293/C0668497F.jpg,3960565,C0668497F,190891.0,,Hymenophyllum,ectocarpon,,,,s.n.,1906-01-,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,171.0,382258.0,92926.0,166.0,75775.0,Walter E. Broadway,W. E. Broadway,Walter,Elias,Broadway,Person,Botany Master,ASA Botanist ID 119319,,,,,,,,,,,,,,,,
172,http://fm-digital-assets.fieldmuseum.org/1825/525/C0678056F.jpg,3961810,C0678056F,1474223.0,,Gleichenia,bifida,,,,1308,1945-10-18,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,172.0,33626.0,33624.0,167.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,
173,http://fm-digital-assets.fieldmuseum.org/1825/527/C0678058F.jpg,3961812,C0678058F,596526.0,,Gleichenia,bifida,,,,6071,1899-11-29,,,21091,,,,,Grenada,Grenada,,,12.1167,12  07 00 N,-61.6667,61 40 00 W,21540,173.0,33626.0,33624.0,168.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,
